speaker,title,topic,year,month,link
M. Russell Ballard,The Essential Role of Member Missionary Work, love,04,2003,https://www.churchofjesuschrist.org/general-conference/2003/04/the-essential-role-of-member-missionary-work?lang=eng
F. Burton Howard,Eternal Marriage, love,04,2003,https://www.churchofjesuschrist.org/general-conference/2003/04/eternal-marriage?lang=eng
Gayle M. Clegg,The Light of His Love, love,04,2003,https://www.churchofjesuschrist.org/general-conference/2003/04/the-light-of-his-love?lang=eng
Thomas S. Monson,In Search of Treasure, love,04,2003,https://www.churchofjesuschrist.org/general-conference/2003/04/in-search-of-treasure?lang=eng
Henry B. Eyring,A Child and a Disciple, love,04,2003,https://www.churchofjesuschrist.org/general-conference/2003/04/a-child-and-a-disciple?lang=eng
Susan W. Tanner,Did I Tell You … ?, love,04,2003,https://www.churchofjesuschrist.org/general-conference/2003/04/did-i-tell-you?lang=eng
Coleen K. Menlove,Show You Know, love,04,2003,https://www.churchofjesuschrist.org/general-conference/2003/04/show-you-know?lang=eng
Keith B. McMullin,Come to Zion! Come to Zion!, love,10,2002,https://www.churchofjesuschrist.org/general-conference/2002/10/come-to-zion-come-to-zion?lang=eng
Lance B. Wickman,But If Not, love,10,2002,https://www.churchofjesuschrist.org/general-conference/2002/10/but-if-not?lang=eng
Russell M. Nelson,“Blessed Are the Peacemakers”, love,10,2002,https://www.churchofjesuschrist.org/general-conference/2002/10/blessed-are-the-peacemakers?lang=eng
F. Melvin Hammond,"Dad, Are You Awake?", love,10,2002,https://www.churchofjesuschrist.org/general-conference/2002/10/dad-are-you-awake?lang=eng
Bonnie D. Parkin,With Holiness of Heart, love,10,2002,https://www.churchofjesuschrist.org/general-conference/2002/10/with-holiness-of-heart?lang=eng
Anne C. Pingree,"Charity: One Family, One Home at a Time", love,10,2002,https://www.churchofjesuschrist.org/general-conference/2002/10/charity-one-family-one-home-at-a-time?lang=eng
Boyd K. Packer,Children, love,04,2002,https://www.churchofjesuschrist.org/general-conference/2002/04/children?lang=eng
Thomas S. Monson,Hidden Wedges, love,04,2002,https://www.churchofjesuschrist.org/general-conference/2002/04/hidden-wedges?lang=eng
Jeffrey R. Holland,The Other Prodigal, love,04,2002,https://www.churchofjesuschrist.org/general-conference/2002/04/the-other-prodigal?lang=eng
Gene R. Cook,Charity: Perfect and Everlasting Love, love,04,2002,https://www.churchofjesuschrist.org/general-conference/2002/04/charity-perfect-and-everlasting-love?lang=eng
Henry B. Eyring,True Friends, love,04,2002,https://www.churchofjesuschrist.org/general-conference/2002/04/true-friends?lang=eng
Gayle M. Clegg,The Language of Love, love,04,2002,https://www.churchofjesuschrist.org/general-conference/2002/04/the-language-of-love?lang=eng
Neal A. Maxwell,The Seventh Commandment: A Shield, love,10,2001,https://www.churchofjesuschrist.org/general-conference/2001/10/the-seventh-commandment-a-shield?lang=eng
Robert F. Orton,“The First and Great Commandment”, love,10,2001,https://www.churchofjesuschrist.org/general-conference/2001/10/the-first-and-great-commandment?lang=eng
Charles A. Didier,Building a Bridge of Faith, love,10,2001,https://www.churchofjesuschrist.org/general-conference/2001/10/building-a-bridge-of-faith?lang=eng
Wayne S. Peterson,Our Actions Determine Our Character, love,10,2001,https://www.churchofjesuschrist.org/general-conference/2001/10/our-actions-determine-our-character?lang=eng
Thomas S. Monson,Now Is the Time, love,10,2001,https://www.churchofjesuschrist.org/general-conference/2001/10/now-is-the-time?lang=eng
Thomas S. Monson,“Be Thou an Example”, love,10,2001,https://www.churchofjesuschrist.org/general-conference/2001/10/be-thou-an-example?lang=eng
Richard G. Scott,The Power of a Strong Testimony, love,10,2001,https://www.churchofjesuschrist.org/general-conference/2001/10/the-power-of-a-strong-testimony?lang=eng
M. Russell Ballard,Doctrine of Inclusion, love,10,2001,https://www.churchofjesuschrist.org/general-conference/2001/10/doctrine-of-inclusion?lang=eng
Gordon B. Hinckley,Reaching Down to Lift Another, love,10,2001,https://www.churchofjesuschrist.org/general-conference/2001/10/reaching-down-to-lift-another?lang=eng
Steven E. Snow,Gratitude, love,10,2001,https://www.churchofjesuschrist.org/general-conference/2001/10/gratitude?lang=eng
James E. Faust,The Atonement: Our Greatest Hope, love,10,2001,https://www.churchofjesuschrist.org/general-conference/2001/10/the-atonement-our-greatest-hope?lang=eng
Gordon B. Hinckley,Living in the Fulness of Times, love,10,2001,https://www.churchofjesuschrist.org/general-conference/2001/10/living-in-the-fulness-of-times?lang=eng
Dallin H. Oaks,Sharing the Gospel, love,10,2001,https://www.churchofjesuschrist.org/general-conference/2001/10/sharing-the-gospel?lang=eng
James E. Faust,“Some Great Thing”, love,10,2001,https://www.churchofjesuschrist.org/general-conference/2001/10/some-great-thing?lang=eng
Sheri L. Dew,Are We Not All Mothers?, love,10,2001,https://www.churchofjesuschrist.org/general-conference/2001/10/are-we-not-all-mothers?lang=eng
Sharon G. Larsen,“Fear Not: For They That Be with Us Are More”, love,10,2001,https://www.churchofjesuschrist.org/general-conference/2001/10/fear-not-for-they-that-be-with-us-are-more?lang=eng
Carol B. Thomas,Sacrifice: An Eternal Investment, love,04,2001,https://www.churchofjesuschrist.org/general-conference/2001/04/sacrifice-an-eternal-investment?lang=eng
L. Tom Perry,Building a Community of Saints, love,04,2001,https://www.churchofjesuschrist.org/general-conference/2001/04/building-a-community-of-saints?lang=eng
Marlin K. Jensen,“To Walk Humbly with Thy God”, love,04,2001,https://www.churchofjesuschrist.org/general-conference/2001/04/to-walk-humbly-with-thy-god?lang=eng
John K. Carmack,United in Love and Testimony, love,04,2001,https://www.churchofjesuschrist.org/general-conference/2001/04/united-in-love-and-testimony?lang=eng
James E. Faust,“Them That Honour Me I Will Honour”, love,04,2001,https://www.churchofjesuschrist.org/general-conference/2001/04/them-that-honour-me-i-will-honour?lang=eng
Henry B. Eyring,“Watch with Me”, love,04,2001,https://www.churchofjesuschrist.org/general-conference/2001/04/watch-with-me?lang=eng
Joseph B. Wirthlin,The Law of the Fast, love,04,2001,https://www.churchofjesuschrist.org/general-conference/2001/04/the-law-of-the-fast?lang=eng
Thomas S. Monson,To the Rescue, love,04,2001,https://www.churchofjesuschrist.org/general-conference/2001/04/to-the-rescue?lang=eng
Jeffrey R. Holland,“Witnesses unto Me”, love,04,2001,https://www.churchofjesuschrist.org/general-conference/2001/04/witnesses-unto-me?lang=eng
Gordon B. Hinckley,“An Humble and a Contrite Heart”, love,10,2000,https://www.churchofjesuschrist.org/general-conference/2000/10/an-humble-and-a-contrite-heart?lang=eng
Neal A. Maxwell,The Tugs and Pulls of the World, love,10,2000,https://www.churchofjesuschrist.org/general-conference/2000/10/the-tugs-and-pulls-of-the-world?lang=eng
Donald L. Hallstrom,Cultivate Righteous Traditions, love,10,2000,https://www.churchofjesuschrist.org/general-conference/2000/10/cultivate-righteous-traditions?lang=eng
Ronald A. Rasband,One by One, love,10,2000,https://www.churchofjesuschrist.org/general-conference/2000/10/one-by-one?lang=eng
Thomas S. Monson,Dedication Day, love,10,2000,https://www.churchofjesuschrist.org/general-conference/2000/10/dedication-day?lang=eng
Alexander B. Morrison,“Come and See”, love,10,2000,https://www.churchofjesuschrist.org/general-conference/2000/10/come-and-see?lang=eng
Mary Ellen W. Smoot,We Are Instruments in the Hands of God, love,10,2000,https://www.churchofjesuschrist.org/general-conference/2000/10/we-are-instruments-in-the-hands-of-god?lang=eng
Yoshihiko Kikuchi,Heavenly Father Has a Special Plan, love,04,2000,https://www.churchofjesuschrist.org/general-conference/2000/04/heavenly-father-has-a-special-plan?lang=eng
Sharon G. Larsen,Standing with God, love,04,2000,https://www.churchofjesuschrist.org/general-conference/2000/04/standing-with-god?lang=eng
Loren C. Dunn,“Because My Father Sent Me”, love,04,2000,https://www.churchofjesuschrist.org/general-conference/2000/04/because-my-father-sent-me?lang=eng
M. Russell Ballard,“How Is It with Us?”, love,04,2000,https://www.churchofjesuschrist.org/general-conference/2000/04/how-is-it-with-us?lang=eng
Richard G. Scott,The Sanctity of Womanhood, love,04,2000,https://www.churchofjesuschrist.org/general-conference/2000/04/the-sanctity-of-womanhood?lang=eng
Mary Ellen W. Smoot,"Rejoice, Daughters of Zion", love,10,1999,https://www.churchofjesuschrist.org/general-conference/1999/10/rejoice-daughters-of-zion?lang=eng
Richard H. Winkel,“No Man Is an Island”, love,10,1999,https://www.churchofjesuschrist.org/general-conference/1999/10/no-man-is-an-island?lang=eng
Dallin H. Oaks,Gospel Teaching, love,10,1999,https://www.churchofjesuschrist.org/general-conference/1999/10/gospel-teaching?lang=eng
Gordon B. Hinckley,At the Summit of the Ages, love,10,1999,https://www.churchofjesuschrist.org/general-conference/1999/10/at-the-summit-of-the-ages?lang=eng
Ben B. Banks,“Feed My Sheep”, love,10,1999,https://www.churchofjesuschrist.org/general-conference/1999/10/feed-my-sheep?lang=eng
Neal A. Maxwell,Lessons from Laman and Lemuel, love,10,1999,https://www.churchofjesuschrist.org/general-conference/1999/10/lessons-from-laman-and-lemuel?lang=eng
Joe J. Christensen,"Greed, Selfishness, and Overindulgence", love,04,1999,https://www.churchofjesuschrist.org/general-conference/1999/04/greed-selfishness-and-overindulgence?lang=eng
David B. Haight,Love and Service, love,04,1999,https://www.churchofjesuschrist.org/general-conference/1999/04/love-and-service?lang=eng
Neal A. Maxwell,“Repent of [Our] Selfishness” (D&C; 56:8), love,04,1999,https://www.churchofjesuschrist.org/general-conference/1999/04/repent-of-our-selfishness-d-c-56-8?lang=eng
Cree-L Kofford,Your Name Is Safe in Our Home, love,04,1999,https://www.churchofjesuschrist.org/general-conference/1999/04/your-name-is-safe-in-our-home?lang=eng
Robert J. Whetten,True Followers, love,04,1999,https://www.churchofjesuschrist.org/general-conference/1999/04/true-followers?lang=eng
Russell M. Nelson,We Are Children of God, love,10,1998,https://www.churchofjesuschrist.org/general-conference/1998/10/we-are-children-of-god?lang=eng
Jeffrey R. Holland,Personal Purity, love,10,1998,https://www.churchofjesuschrist.org/general-conference/1998/10/personal-purity?lang=eng
L. Tom Perry,Youth of the Noble Birthright, love,10,1998,https://www.churchofjesuschrist.org/general-conference/1998/10/youth-of-the-noble-birthright?lang=eng
H. David Burton,A Season of Opportunity, love,10,1998,https://www.churchofjesuschrist.org/general-conference/1998/10/a-season-of-opportunity?lang=eng
Gordon B. Hinckley,To the Boys and to the Men, love,10,1998,https://www.churchofjesuschrist.org/general-conference/1998/10/to-the-boys-and-to-the-men?lang=eng
Susan L. Warner,Bear Record of Him, love,10,1998,https://www.churchofjesuschrist.org/general-conference/1998/10/bear-record-of-him?lang=eng
Robert D. Hales,Healing Soul and Body, love,10,1998,https://www.churchofjesuschrist.org/general-conference/1998/10/healing-soul-and-body?lang=eng
Virginia U. Jensen,Come to Relief Society, love,10,1998,https://www.churchofjesuschrist.org/general-conference/1998/10/come-to-relief-society?lang=eng
Gordon B. Hinckley,Walking in the Light of the Lord, love,10,1998,https://www.churchofjesuschrist.org/general-conference/1998/10/walking-in-the-light-of-the-lord?lang=eng
Joseph B. Wirthlin,Cultivating Divine Attributes, love,10,1998,https://www.churchofjesuschrist.org/general-conference/1998/10/cultivating-divine-attributes?lang=eng
Henry B. Eyring,A Voice of Warning, love,10,1998,https://www.churchofjesuschrist.org/general-conference/1998/10/a-voice-of-warning?lang=eng
James E. Faust,Opening the Windows of Heaven, love,10,1998,https://www.churchofjesuschrist.org/general-conference/1998/10/opening-the-windows-of-heaven?lang=eng
Richard G. Scott,The Power of Righteousness, love,10,1998,https://www.churchofjesuschrist.org/general-conference/1998/10/the-power-of-righteousness?lang=eng
Neal A. Maxwell,Hope through the Atonement of Jesus Christ, love,10,1998,https://www.churchofjesuschrist.org/general-conference/1998/10/hope-through-the-atonement-of-jesus-christ?lang=eng
James E. Faust,"“Search Me, O God, and Know My Heart”", love,04,1998,https://www.churchofjesuschrist.org/general-conference/1998/04/search-me-o-god-and-know-my-heart?lang=eng
Gordon B. Hinckley,Living Worthy of the Girl You Will Someday Marry, love,04,1998,https://www.churchofjesuschrist.org/general-conference/1998/04/living-worthy-of-the-girl-you-will-someday-marry?lang=eng
Sharon G. Larsen,Young Women—Titles of Liberty, love,04,1998,https://www.churchofjesuschrist.org/general-conference/1998/04/young-women-titles-of-liberty?lang=eng
Gordon B. Hinckley,We Bear Witness of Him, love,04,1998,https://www.churchofjesuschrist.org/general-conference/1998/04/we-bear-witness-of-him?lang=eng
Carl B. Pratt,Care for New Converts, love,10,1997,https://www.churchofjesuschrist.org/general-conference/1997/10/care-for-new-converts?lang=eng
Joseph B. Wirthlin,Valued Companions, love,10,1997,https://www.churchofjesuschrist.org/general-conference/1997/10/valued-companions?lang=eng
Gordon B. Hinckley,Look to the Future, love,10,1997,https://www.churchofjesuschrist.org/general-conference/1997/10/look-to-the-future?lang=eng
James E. Faust,"The Weightier Matters of the Law: Judgment, Mercy, and Faith", love,10,1997,https://www.churchofjesuschrist.org/general-conference/1997/10/the-weightier-matters-of-the-law-judgment-mercy-and-faith?lang=eng
Gordon B. Hinckley,Converts and Young Men, love,04,1997,https://www.churchofjesuschrist.org/general-conference/1997/04/converts-and-young-men?lang=eng
Patricia P. Pinegar,Caring for the Souls of Children, love,04,1997,https://www.churchofjesuschrist.org/general-conference/1997/04/caring-for-the-souls-of-children?lang=eng
Russell M. Nelson,Endure and Be Lifted Up, love,04,1997,https://www.churchofjesuschrist.org/general-conference/1997/04/endure-and-be-lifted-up?lang=eng
James E. Faust,Power of the Priesthood, love,04,1997,https://www.churchofjesuschrist.org/general-conference/1997/04/power-of-the-priesthood?lang=eng
M. Russell Ballard,“You Have Nothing to Fear from the Journey”, love,04,1997,https://www.churchofjesuschrist.org/general-conference/1997/04/you-have-nothing-to-fear-from-the-journey?lang=eng
Dennis E. Simmons,His Peace, love,04,1997,https://www.churchofjesuschrist.org/general-conference/1997/04/his-peace?lang=eng
Thomas S. Monson,Pioneers All, love,04,1997,https://www.churchofjesuschrist.org/general-conference/1997/04/pioneers-all?lang=eng
Aileen H. Clyde,Confirmed in Faith, love,10,1996,https://www.churchofjesuschrist.org/general-conference/1996/10/confirmed-in-faith?lang=eng
Elaine L. Jack,Strengthened in Charity, love,10,1996,https://www.churchofjesuschrist.org/general-conference/1996/10/strengthened-in-charity?lang=eng
Joe J. Christensen,The Savior Is Counting on You, love,10,1996,https://www.churchofjesuschrist.org/general-conference/1996/10/the-savior-is-counting-on-you?lang=eng
Richard C. Edgley,“We Care Enough to Send Our Very Best”, love,10,1996,https://www.churchofjesuschrist.org/general-conference/1996/10/we-care-enough-to-send-our-very-best?lang=eng
